,drug_id,drug_name,PubChem Substance,PubChem Compound,PubChem Canonical Smiles
2384,DB00434,Cyproheptadine,46508613,2913,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1
2391,DB00435,Nitric Oxide,46506897,145068,[N]=O
2394,DB00436,Bendroflumethiazide,46508672,2315,C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2
2399,DB00437,Allopurinol,46508516,2094,C1=C2C(=NC=NC2=O)NN1
2400,DB00438,Ceftazidime,46506143,5481173,CC(C)(C(=O)O)ON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=CC=CC=C4)C(=O)[O-]
2412,DB00441,Gemcitabine,46506425,60750,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F
2418,DB00444,Teniposide,46507536,452548,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)OC6C(C(C7C(O6)COC(O7)C8=CC=CS8)O)O
2419,DB00445,Epirubicin,46507282,41867,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O
2429,DB00449,Dipivefrin,46504716,3105,CC(C)(C)C(=O)OC1=C(C=C(C=C1)C(CNC)O)OC(=O)C(C)(C)C
2436,DB00451,Levothyroxine,46507672,5819,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)O)N
2438,DB00452,Framycetin,46508892,8378,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N
2441,DB00453,Clomocycline,46505301,54680675,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C(C=CC(=C41)Cl)O)O)O)O)C(=O)NCO)N(C)C)O
2444,DB00454,Pethidine,46506899,4058,CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2
2466,DB00457,Prazosin,46508594,4893,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC
2474,DB00458,Imipramine,46507351,3696,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31
2498,DB00459,Acitretin,46509178,5284513,CC1=CC(=C(C(=C1C=CC(=CC=CC(=CC(=O)O)C)C)C)C)OC
2506,DB00461,Nabumetone,46507729,4409,CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC
2508,DB00462,Methylscopolamine bromide,46506260,23724781,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C.[Br-]
2524,DB00465,Ketorolac,46507019,3826,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O
2534,DB00468,Quinine,46507493,3034034,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O
2537,DB00469,Tenoxicam,46507303,54677971,CN1C(=C(C2=C(S1(=O)=O)C=CS2)O)C(=O)NC3=CC=CC=N3
2541,DB00471,Montelukast,46505585,5281040,CC(C)(C1=CC=CC=C1CCC(C2=CC=CC(=C2)C=CC3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O
2549,DB00474,Methohexital,46507954,9034,CCC#CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C
2551,DB00476,Duloxetine,46507937,60835,CNCCC(C1=CC=CS1)OC2=CC=CC3=CC=CC=C32
2581,DB00480,Lenalidomide,46505725,216326,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N
2593,DB00483,Gallamine Triethiodide,46508651,6172,CC[N+](CC)(CC)CCOC1=C(C(=CC=C1)OCC[N+](CC)(CC)CC)OCC[N+](CC)(CC)CC.[I-].[I-].[I-]
2598,DB00484,Brimonidine,46507305,2435,C1CN=C(N1)NC2=C(C3=NC=CN=C3C=C2)Br
2609,DB00487,Pefloxacin,46507338,51081,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCN(CC3)C)F)C(=O)O
2613,DB00488,Altretamine,46505760,2123,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C
2614,DB00489,Sotalol,46505012,5253,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O
2619,DB00491,Miglitol,46504492,441314,C1C(C(C(C(N1CCO)CO)O)O)O
2623,DB00492,Fosinopril,46506495,55891,CCC(=O)OC(C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2CC(CC2C(=O)O)C3CCCCC3
2624,DB00493,Cefotaxime,46506911,5742673,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O
2638,DB00495,Zidovudine,46508240,35370,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-]
2654,DB00500,Tolmetin,46507060,5509,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O
2657,DB00502,Haloperidol,46508794,3559,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F
2666,DB00504,Levallorphan,46505682,5359371,C=CCN1CCC23CCCCC2C1CC4=C3C=C(C=C4)O
2679,DB00511,Acetyldigitoxin,46507229,5284512,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)OC(=O)C)O
2680,DB00512,Vancomycin,46505261,14969,CC1C(C(CC(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)(C)N)O
2684,DB00514,Dextromethorphan,46506530,5360696,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC
2700,DB00515,Cisplatin,46504561,2767,[NH2-].[NH2-].Cl[Pt+2]Cl
2705,DB00516,Bentoquatam,46508055,,O.O=[Al]O[Al]=O.O=[Si]=O
2706,DB00517,Anisotropine Methylbromide,46504810,21867154,CCCC(CCC)C(=O)OC1CC2CCC(C1)[N+]2(C)C.[Br-]
2713,DB00519,Trandolapril,46508300,5484727,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCCC3CC2C(=O)O
2714,DB00520,Caspofungin,46508288,3035406,CCC(C)CC(C)CCCCCCCCC(=O)NC1CC(C(NC(=O)C2C(CCN2C(=O)C(NC(=O)C(NC(=O)C3CC(CN3C(=O)C(NC1=O)C(C)O)O)C(C(C4=CC=C(C=C4)O)O)O)C(CCN)O)O)NCCN)O
2715,DB00521,Carteolol,46507513,2583,CC(C)(C)NCC(COC1=CC=CC2=C1CCC(=O)N2)O
2727,DB00524,Metolazone,46509058,4170,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl
2734,DB00529,Foscarnet,46507873,3415,C(=O)(O)P(=O)(O)O
2746,DB00535,Cefdinir,46505573,6915944,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NO)C3=CSC(=N3)N)SC1)C(=O)O
2749,DB00536,Guanidine,46507543,3520,C(=N)(N)N
2771,DB00540,Nortriptyline,46507783,4543,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31
2794,DB00543,Amoxapine,46509117,2170,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl
2819,DB00544,Fluorouracil,46508557,3385,C1=C(C(=O)NC(=O)N1)F
2825,DB00546,Adinazolam,46509054,37632,CN(C)CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4
2841,DB00547,Desoximetasone,46506793,5311067,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1C(=O)CO)C)O)F)C
2842,DB00548,Azelaic Acid,46506284,2266,C(CCCC(=O)O)CCCC(=O)O
2849,DB00551,Acetohydroxamic Acid,46508546,1990,CC(=O)NO
2852,DB00553,Methoxsalen,46506275,4114,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2
2871,DB00556,Perflutren,46506030,6432,C(C(F)(F)F)(C(F)(F)F)(F)F
2872,DB00557,Hydroxyzine,46508556,3658,C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
2878,DB00560,Tigecycline,46509041,54686904,CC(C)(C)NCC(=O)NC1=C(C2=C(CC3CC4C(C(=O)C(=C(C4(C(=O)C3=C2O)O)O)C(=O)N)N(C)C)C(=C1)N(C)C)O
2886,DB00562,Benzthiazide,46506752,2343,C1=CC=C(C=C1)CSCC2=NS(=O)(=O)C3=CC(=C(C=C3N2)Cl)S(=O)(=O)N
2892,DB00563,Methotrexate,46507678,126941,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
2897,DB00565,Cisatracurium besylate,46506666,62886,C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C.C1=CC=C(C=C1)S(=O)(=O)[O-].C1=CC=C(C=C1)S(=O)(=O)[O-]
2898,DB00566,Succimer,46504680,2724354,C(C(C(=O)O)S)(C(=O)O)S
2920,DB00570,Vinblastine,46504550,13342,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
2939,DB00573,Fenoprofen,46504597,3342,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O
2947,DB00575,Clonidine,46508119,2803,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl
2964,DB00581,Lactulose,46506757,11333,C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O
2978,DB00585,Nizatidine,46507554,3033637,CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C
2987,DB00587,Cinalukast,46505799,6436135,CCC(CC)(CC(=O)NC1=CC=CC(=C1)C=CC2=NC(=CS2)C3CCC3)C(=O)O
2988,DB00588,Fluticasone propionate,46506140,444036,CCC(=O)OC1(C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)SCF
3007,DB00590,Doxazosin,46506825,3157,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC
3015,DB00593,Ethosuximide,46507617,3291,CCC1(CC(=O)NC1=O)C
3016,DB00594,Amiloride,46508156,16231,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N
3028,DB00596,Ulobetasol,46506187,5311167,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)O)C)O)F)C)F
3030,DB00598,Labetalol,46505511,3869,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O
3045,DB00600,Monobenzone,46507466,7638,C1=CC=C(C=C1)COC2=CC=C(C=C2)O
3062,DB00606,Cyclothiazide,46508269,2910,C1C2CC(C1C=C2)C3NC4=CC(=C(C=C4S(=O)(=O)N3)S(=O)(=O)N)Cl
3077,DB00609,Ethionamide,46506077,2761171,CCC1=NC=CC(=C1)C(=S)N
3083,DB00612,Bisoprolol,46508844,2405,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O
3095,DB00617,Paramethadione,46509173,8280,CCC1(C(=O)N(C(=O)O1)C)C
3096,DB00618,Demeclocycline,46506314,54680690,CN(C)C1C2CC3C(C4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O
3098,DB00619,Imatinib,46505055,5291,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5
3124,DB00623,Fluphenazine,46506645,3372,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
3145,DB00630,Alendronic acid,46507199,2088,C(CC(O)(P(=O)(O)O)P(=O)(O)O)CN
3157,DB00634,Sulfacetamide,46504544,5320,CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N
3168,DB00639,Butoconazole,46508016,47472,C1=CC(=C(C(=C1)Cl)SC(CCC2=CC=C(C=C2)Cl)CN3C=CN=C3)Cl
3173,DB00641,Simvastatin,46508654,54454,CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C
3184,DB00645,Dyclonine,46506697,3180,CCCCOC1=CC=C(C=C1)C(=O)CCN2CCCCC2
3190,DB00648,Mitotane,46508319,4211,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl
3196,DB00650,Leucovorin,46505436,6006,C1C(N(C2=C(N1)NC(=NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
3197,DB00651,Dyphylline,46504443,3182,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O
3215,DB00655,Estrone,46505916,5870,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O
3231,DB00658,Sevelamer,46505951,3085017,C=CCN.C1C(O1)CCl
3235,DB00660,Metaxalone,46506253,15459,CC1=CC(=CC(=C1)OCC2CNC(=O)O2)C
3236,DB00661,Verapamil,46508158,2520,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC
3259,DB00666,Nafarelin,46506496,25077405,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)C(CC2=CC3=CC=CC=C3C=C2)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CC7=CN=CN7)NC(=O)C8CCC(=O)N8
3277,DB00670,Pirenzepine,46509029,4848,CN1CCN(CC1)CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4
3281,DB00674,Galantamine,46505659,9651,CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O
3299,DB00675,Tamoxifen,46505515,2733526,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3
3308,DB00676,Benzyl Benzoate,46508023,2345,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2
3312,DB00678,Losartan,46506538,3961,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl
3321,DB00682,Warfarin,46504711,54678486,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O
3347,DB00686,Pentosan Polysulfate,46509187,37720,C1C(C(C(C(O1)OC2COC(C(C2OS(=O)(=O)O)OS(=O)(=O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)O
3355,DB00689,Cephaloglycin,46506850,19150,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O
3375,DB00691,Moexipril,46508441,91270,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC(=C(C=C3CC2C(=O)O)OC)OC
3377,DB00692,Phentolamine,46506535,5775,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O
3381,DB00693,Fluorescein,46504703,16850,C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O
3383,DB00694,Daunorubicin,46508433,30323,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)C)O)N)O
3388,DB00696,Ergotamine,46507632,8223,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CN(C6CC7=CNC8=CC=CC(=C78)C6=C5)C
3411,DB00700,Eplerenone,46509053,443872,CC12CCC(=O)C=C1CC(C3C24C(O4)CC5(C3CCC56CCC(=O)O6)C)C(=O)OC
3414,DB00703,Methazolamide,46506393,4100,CC(=O)N=C1N(N=C(S1)S(=O)(=O)N)C
3423,DB00705,Delavirdine,46508878,5625,CC(C)NC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)NS(=O)(=O)C
3478,DB00717,Norethisterone,46504816,6230,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34
3480,DB00719,Azatadine,46507958,19861,CN1CCC(=C2C3=CC=CC=C3CCC4=C2N=CC=C4)CC1
3501,DB00725,Homatropine Methylbromide,46509020,6646,C[N+]1(C2CCC1CC(C2)OC(=O)C(C3=CC=CC=C3)O)C.[Br-]
3506,DB00726,Trimipramine,46507121,5584,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C
3525,DB00728,Rocuronium,46506855,441290,CC(=O)OC1C(CC2C1(CCC3C2CCC4C3(CC(C(C4)O)N5CCOCC5)C)C)[N+]6(CCCC6)CC=C
3532,DB00732,Atracurium besylate,46504689,47320,C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C.C1=CC=C(C=C1)S(=O)(=O)[O-].C1=CC=C(C=C1)S(=O)(=O)[O-]
3550,DB00735,Naftifine,46504777,73342,CN(CC=CC1=CC=CC=C1)CC2=CC=CC3=CC=CC=C32
3552,DB00737,Meclizine,46507782,4034,CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl
3583,DB00748,Carbinoxamine,46506787,2564,CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2
3587,DB00750,Prilocaine,46505066,4906,CCCNC(C)C(=O)NC1=CC=CC=C1C
3604,DB00754,Ethotoin,46504521,3292,CCN1C(=O)C(NC1=O)C2=CC=CC=C2
3630,DB00758,Clopidogrel,46507295,60606,COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3
3649,DB00763,Methimazole,46506536,1349907,CN1C=CNC1=S
3652,DB00765,Metyrosine,46506079,441350,CC(CC1=CC=C(C=C1)O)(C(=O)O)N
3660,DB00768,Olopatadine,46506025,5281071,CN(C)CCC=C1C2=CC=CC=C2COC3=C1C=C(C=C3)CC(=O)O
3666,DB00769,Hydrocortamate,46509076,84088,CCN(CC)CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)O
3670,DB00771,Clidinium,46507814,2784,C[N+]12CCC(CC1)C(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O
3672,DB00773,Etoposide,46505434,36462,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
3682,DB00775,Tirofiban,46504678,60947,CCCCS(=O)(=O)NC(CC1=CC=C(C=C1)OCCCCC2CCNCC2)C(=O)O
3684,DB00776,Oxcarbazepine,46507580,34312,C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N
3685,DB00777,Propiomazine,46506205,4940,CCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CC(C)N(C)C
3702,DB00780,Phenelzine,46507348,3675,C1=CC=C(C=C1)CCNN
3710,DB00782,Propantheline,46507187,4934,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C
3721,DB00784,Mefenamic acid,46505405,4044,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C
3723,DB00785,Cryptenamine,46507822,,
3751,DB00787,Aciclovir,46506002,2022,C1=NC2=C(N1COCCO)NC(=NC2=O)N
3757,DB00789,Gadopentetate dimeglumine,46504878,55466,CNCC(C(C(C(CO)O)O)O)O.CNCC(C(C(C(CO)O)O)O)O.C(CN(CC(=O)O)CC(=O)[O-])N(CCN(CC(=O)O)CC(=O)[O-])CC(=O)[O-].[Gd+3]
3758,DB00790,Perindopril,46508767,107807,CCCC(C(=O)OCC)NC(C)C(=O)N1C2CCCCC2CC1C(=O)O
3760,DB00791,Uracil mustard,46506168,6194,C1=C(C(=O)NC(=O)N1)N(CCCl)CCCl
3774,DB00795,Sulfasalazine,46505451,5359476,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)NN=C3C=CC(=O)C(=C3)C(=O)O
3784,DB00796,Candesartan cilexetil,46508342,2540,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)OC(C)OC(=O)OC6CCCCC6
3800,DB00800,Fenoldopam,46504963,3341,C1CNCC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=C(C=C3)O
3826,DB00803,Colistin,46505467,131704173,CCC(C)CCCC(=O)NC(CCN)C(=O)NC(C(C)O)C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCN)CC(C)C)CC(C)C)CCN)CCN)C(C)O
3827,DB00804,Dicyclomine,46505371,3042,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2
3829,DB00805,Minaprine,46505380,4199,CC1=CC(=NN=C1NCCN2CCOCC2)C3=CC=CC=C3
3845,DB00808,Indapamide,46508626,3702,CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N
3853,DB00811,Ribavirin,46505883,37542,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
3869,DB00815,Sodium lauryl sulfate,46508769,3423265,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]
3870,DB00816,Orciprenaline,46504464,4086,CC(C)NCC(C1=CC(=CC(=C1)O)O)O
3890,DB00822,Disulfiram,46506008,3117,CCN(CC)C(=S)SSC(=S)N(CC)CC
3892,DB00823,Ethynodiol diacetate,46506993,9270,CC(=O)OC1CCC2C3CCC4(C(C3CCC2=C1)CCC4(C#C)OC(=O)C)C
3900,DB00825,Menthol,46506513,16666,CC1CCC(C(C1)O)C(C)C
3904,DB00826,Natamycin,46509171,5284447,CC1CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC3C(O3)C=CC(=O)O1)O)O)O)C(=O)O)OC4C(C(C(C(O4)C)O)N)O
3907,DB00828,Fosfomycin,46506665,446987,CC1C(O1)P(=O)(O)O
3935,DB00832,Phensuximide,46505695,6839,CN1C(=O)CC(C1=O)C2=CC=CC=C2
3936,DB00833,Cefaclor,46507693,51039,C1C(=C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl
3942,DB00835,Brompheniramine,46508137,6834,CN(C)CCC(C1=CC=C(C=C1)Br)C2=CC=CC=N2
3948,DB00836,Loperamide,46504591,3955,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4
3957,DB00838,Clocortolone,46505290,5311052,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1C(=O)CO)C)O)Cl)C)F
3959,DB00840,Hydroxypropyl cellulose,46508483,,
3960,DB00841,Dobutamine,46505241,36811,CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O
3964,DB00842,Oxazepam,46506031,4616,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O
3984,DB00843,Donepezil,46504803,3152,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC
3986,DB00844,Nalbuphine,46507383,5311304,C1CC(C1)CN2CCC34C5C(CCC3(C2CC6=C4C(=C(C=C6)O)O5)O)O
3992,DB00846,Flurandrenolide,46505159,15209,CC1(OC2CC3C4CC(C5=CC(=O)CCC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)F)C
4002,DB00849,Methylphenobarbital,46505197,8271,CCC1(C(=O)NC(=O)N(C1=O)C)C2=CC=CC=C2
4013,DB00850,Perphenazine,46507058,4748,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO
4019,DB00852,Pseudoephedrine,46508190,7028,CC(C(C1=CC=CC=C1)O)NC
4032,DB00854,Levorphanol,46506558,5359272,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)O
4035,DB00855,Aminolevulinic acid,46506856,137,C(CC(=O)O)C(=O)CN
4039,DB00859,Penicillamine,46508305,5852,CC(C)(C(C(=O)O)N)S
4043,DB00862,Vardenafil,46506777,110634,CCCC1=NC(=C2N1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C
4046,DB00863,Ranitidine,46505543,3001055,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C
4059,DB00868,Benzonatate,46506376,7699,CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC
4060,DB00869,Dorzolamide,46506754,5284549,CCNC1CC(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)C
4066,DB00871,Terbutaline,46506887,5403,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O
4071,DB00873,Loteprednol,46504713,9865442,CC12CC(C3C(C1CCC2(C(=O)OCCl)O)CCC4=CC(=O)C=CC34C)O
4078,DB00876,Eprosartan,46506765,5281037,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)C=C(CC3=CC=CS3)C(=O)O
4097,DB00887,Bumetanide,46508147,2471,CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2
4106,DB00891,Sulfapyridine,46506991,5336,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N
4113,DB00895,Benzylpenicilloyl Polylysine,46505002,45266800,CC1(C(NC(S1)C(C(=O)NCCCCC(C(=O)O)N)NC(=O)CC2=CC=CC=C2)C(=O)O)C.C(CCN)CC(C(=O)O)N
4115,DB00896,Rimexolone,46504820,5311412,CCC(=O)C1(C(CC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)C)C
4137,DB00898,Ethanol,46506969,702,CCO
4189,DB00899,Remifentanil,46504538,60815,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC
4192,DB00900,Didanosine,46506255,50599,C1CC(OC1CO)N2C=NC3=C2NC=NC3=O
4195,DB00902,Methdilazine,46505472,14677,CN1CCC(C1)CN2C3=CC=CC=C3SC4=CC=CC=C42
4200,DB00904,Ondansetron,46504819,4595,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C
4265,DB00915,Amantadine,46507081,2130,C1C2CC3CC1CC(C2)(C3)N
4268,DB00916,Metronidazole,46508911,4173,CC1=NC=C(N1CCO)[N+](=O)[O-]
4272,DB00917,Dinoprostone,46505549,5280360,CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O
